gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Lypd1,0.14571134051413676,-0.6743459973095662,1,1,1
Agt,0.14594729673047874,-0.6321576519249112,1,1,1
Ddost,0.149981423701646,0.12754506648545583,1,1,1
Oprk1,0.15232839552259655,-0.608861298886682,0.75,1,1
Cnr1,0.15617305857769295,-0.3923628933905454,1,1,1
Cndp2,0.15661035911450258,0.06656707271621798,1,1,1
Tunar,0.15965229717590385,-0.34670619993728224,1,1,1
Ppard,0.162581431672927,0.015493370685995878,1,1,1
Acaa1a,0.16314966968269307,-0.3468494199849198,1,1,1
Hadhb,0.16479856670081336,0.004572351774547734,1,1,1
Reln,0.16813424934742907,-0.2863424763986073,1,1,1
Ptges3,0.17079061442562007,-0.23935474164293158,1,1,1
Apoc4,0.17253344581264657,0.8761456151045957,1,1,1
Lap3,0.1742541223925044,0.06361237960358679,1,1,1
Idh2,0.17841460722682326,-0.2714488815504783,1,1,1
Mdh1,0.18146692898477615,-0.3797919314229583,1,1,1
Lamp5,0.18561313203118593,-0.97379698069245,1,1,1
C1qc,0.18705298861274658,0.14766560737711742,1,1,1
Pygb,0.18815770949569308,-0.22222996147300833,1,1,1
Apoe,0.19038946786411579,0.24386954316964765,1,1,1
Ccl2,0.19059327663680137,0.45019284050959185,1,1,1
Nt5c,0.19150824646163944,-0.29592007661935504,1,1,1
Tdo2,0.19158714458279155,-0.1272419574304259,1,1,1
Adcy5,0.1951680640847187,-0.3644196403636606,1,1,1
Got2,0.1962623143100327,-0.4226896885826532,1,1,1
Fas,0.19813225876011586,0.13466329303129018,1,1,1
Adh1,0.19935715299685638,-0.03892777393483615,1,1,1
Emcn,0.19963680896414096,-0.6405214617025982,0.75,1,1
Plin4,0.2001072365772554,0.17892608085072303,1,1,1
Cx3cr1,0.20202650511940656,-0.209923214516456,1,1,1
Vtn,0.20305206385943628,0.40328137647615625,1,1,1
Ttr,0.2036183664586399,-0.662595041900703,1,1,1
Pvalb,0.20594576469768291,-0.5041191687250486,1,1,1
Sncg,0.2077071743861815,-0.5132293743646004,1,1,1
Hacd2,0.21040770643524456,0.07421641149833968,1,1,1
Etnk1,0.21046719047085954,-0.20035350010074282,1,1,1
Ganc,0.21090182823939418,0.10917567737280809,1,1,1
Sdhb,0.211322765505903,-0.2669347984231196,1,1,1
Slc33a1,0.2127064339876471,-0.23465495175000717,1,1,1
Tph2,0.21418945406897696,-0.20131299211143971,1,1,1
Fut8,0.2145902261328324,-0.22054178313923423,1,1,1
Icam1,0.21738274535927454,-0.3335145527447918,1,1,1
Cerk,0.22558070647061085,-0.004094514445029951,1,1,1
Mrc1,0.23183898572045775,0.1903399471753989,1,1,1
Pgd,0.233530144906503,0.08403130078721155,1,1,1
