gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
B3galt5,0.05180200888229042,-1.131588307557036,1,1,1
Hk2,0.05667327200338793,0.6126848088156893,1,1,1
P4ha1,0.0598024296025021,0.3464991010462928,1,1,1
Tshz2,0.061873088794170444,-0.9749945396308286,1,1,1
Vegfa,0.06305959936147028,0.5297775860000344,1,1,1
Ermn,0.06776543197969136,0.8459140811065751,1,1,1
Lypd1,0.07161274393061658,-1.1246408444382925,1,1,1
H2-Ab1,0.07231875357380521,1.303974798979014,1,0.667,1
Ccl5,0.07429487953649111,1.6888459592466147,1,0.667,1
Apoc4,0.07840456026547889,-0.9223912803303029,1,0.667,1
Oxct1,0.0786754058066965,-0.3298939303269446,1,1,1
Khk,0.08124874806662498,-1.1676154821437696,1,1,1
Hexa,0.08251599762650197,-0.34810118774463294,1,1,1
Gzmb,0.08289218663838525,-1.7165758325811047,0.25,0.667,1
Scg3,0.08730272356623985,0.43901520870509536,1,1,1
Lum,0.09358172867248533,1.5101190974603131,1,0.667,1
Etnk1,0.09369146706481474,0.4922550771029339,1,1,1
Abca7,0.09908537217013302,-0.7368944081734607,1,1,1
Bcl2,0.09930603163557669,-0.5457372452104527,1,1,1
Calb2,0.10334700999926952,-0.9156999086095865,1,1,1
Serping1,0.1036747382372817,1.1379646140261266,0.75,0.667,1
Mrc1,0.10515262922895291,-0.8947984934798674,1,1,1
Sst,0.10578699140912895,-1.168472414724779,0.75,0.667,1
Pla2g7,0.10948084444187019,0.40439370785778284,1,1,1
Tac1,0.112822126612829,-1.0214984976275892,1,0.667,1
Tmem119,0.12157727198475009,-0.3328194509529814,1,1,1
Ido1,0.1274581647440808,1.2615740007686012,0.75,0,1
Cd68,0.1282808329330493,-0.4426585602624744,1,1,1
Itgax,0.1284314436947919,0.2701425161225557,1,1,1
Sat1,0.12880517954134799,0.29511258830989284,1,1,1
Mt2,0.13019884653437655,0.3994535958945802,1,1,1
Nr1h2,0.13096741614094828,0.5038949766548639,1,1,1
Lpcat2,0.13269235987826075,0.4002520904095803,1,1,1
Nts,0.13376630790787683,-1.5417720633405774,0.5,1,1
Cldn11,0.13647081224227944,0.4918267054366807,1,1,1
Gja1,0.14172450100747677,0.49731050659791975,1,1,1
Fcer1a,0.1468364081750601,-1.1865763743357884,0,0.667,1
Tjp1,0.14726227279396326,-0.3448412719493481,1,1,1
Slc2a1,0.15019100622238468,0.3376150787107215,1,1,1
Pax6,0.15100966484498923,1.2040096991968414,1,0.667,1
Hmgcl,0.15132567910622502,-0.969469481932048,1,1,1
Plcg2,0.1585420555430647,0.49473414401201143,1,1,1
Ctps2,0.16029767534746817,-0.5312686597540637,1,1,1
Srebf2,0.16100652715685454,0.31926615162672833,1,1,1
Clu,0.16215150911547865,0.23793946071673222,1,1,1
Man2a2,0.1637714504885578,-0.3752764824849706,1,1,1
P2ry12,0.16671897412773456,-0.2849811551379471,1,1,1
Mgp,0.1711598171686485,1.070005453185669,0.75,0.333,1
Pgd,0.17266632596556303,0.21412172566984378,1,1,1
Prps2,0.1779904649627761,0.32554311346367815,1,1,1
Extl3,0.18133445714550403,0.2621588588618682,1,1,1
Slc17a7,0.18907722682742772,0.2787380872956655,1,1,1
H2az1,0.19067327073669324,-0.6065601713808568,1,1,1
Pank3,0.19241036719577598,-0.38716955214713167,1,1,1
St6galnac4,0.19250332447818827,0.5715448224160475,1,1,1
Stard8,0.19441574477746176,-0.4202736355978698,1,1,1
Pla2g4a,0.19509561201256084,-0.5391344839140468,1,1,1
Fasn,0.19600330214908407,-0.27625739039497965,1,1,1
Trh,0.1978596218664568,-0.7651818204924643,0.5,0.333,1
Gatm,0.20234561931610826,-0.35469299547948197,1,1,1
Aldh2,0.2038078619132842,-0.3460217467941069,1,1,1
Ctsd,0.2112965033929223,-0.25520324928671023,1,1,1
Ldhb,0.212920542094265,0.22610940853055705,1,1,1
Lyz2,0.2131787173356346,-0.33909658810659593,1,1,1
Akt1,0.21431318984900233,-0.2670988605261071,1,1,1
Cpt1b,0.21444766419707878,-1.3266887687844038,0.75,1,1
Car12,0.21649713614502447,0.9793617510789412,0.75,0.333,1
Sncg,0.21818959873293992,-1.4225221888168356,0.5,1,1
Klf4,0.218452368978127,-0.7369818078562991,1,0.667,1
Sorl1,0.2201965849714134,0.20630890336094598,1,1,1
Elmo1,0.2207376374142751,-0.31258976939603933,1,1,1
Odc1,0.2228118216559334,-0.3754662865701097,1,1,1
Soat1,0.2276789170187026,0.36524963737990346,1,1,1
Tnf,0.23048227650851313,0.6256570269812924,1,1,1
Ogdh,0.23239242833805854,-0.2903276890029556,1,1,1
Adcy5,0.2326185819763866,0.6026956840468061,1,1,1
Syt6,0.23477930993077079,0.6585837660789795,1,0.667,1
Ifitm2,0.23813578991780848,0.36472043050590264,1,1,1
Dpyd,0.23835662376456784,-0.6547052236085122,1,0.667,1
Egr1,0.2400320858878709,0.40754980703844157,1,1,1
Gpr34,0.24279668400800092,-0.29155132947016593,1,1,1
Serpina3n,0.24287047616074955,-0.7597426522465138,1,1,1
Ccdc153,0.24688238351291408,-1.5150973450491043,0.5,0.667,1
Pah,0.24688238351291408,-1.5150973450491043,0.5,0.667,1
Pdhb,0.2499722114831756,-0.36312548566085967,1,1,1
Cst3,0.25918071078705884,-0.20284118269000473,1,1,1
Prodh,0.2649897072154579,0.8222414015181956,1,0.667,1
Gns,0.2694188647345498,0.19786025573656296,1,1,1
Agt,0.2719335721359823,-0.3632242644075574,1,1,1
Sgpl1,0.2769883289776583,0.15852955750987796,1,1,1
Cerk,0.2783236826296145,-0.2779642878710442,1,1,1
Ppara,0.2786023795216236,0.5414031925950411,0.75,1,1
Sc5d,0.2788548109147047,0.4042466972815193,1,1,1
Jun,0.2884919715401512,0.8331582319968147,1,0.667,1
Lpl,0.28861022467860514,0.18767296072380812,1,1,1
Tmsb4x,0.2925842410930145,-0.1508948127536236,1,1,1
Nlrp3,0.29304167685151167,-0.8238890406077919,1,1,1
Il1r2,0.2939920781085219,0.652410696387791,0.75,0,1
Ubc,0.29505179218160477,0.15457383043142592,1,1,1
Atp1b2,0.2989532624857903,-0.3162921959546843,1,1,1
Cd81,0.2994998904377284,-0.21358891571751126,1,1,1
Tox2,0.29962822136373507,-0.830544563770708,0.75,1,1
Acsl1,0.30140343503858613,-0.5473279942569473,1,1,1
Apoc2,0.30196541089101353,0.9325925102451793,1,0.667,1
Ppt1,0.302507663071759,0.22462633124728448,1,1,1
Gapdh,0.30377981287700895,-0.20394582291195018,1,1,1
Naga,0.306808778337162,-0.383077100333884,1,1,1
Rspo1,0.30738189687030076,-0.4367480759106097,1,0.667,1
Il1b,0.30860779665105736,1.3097736874637613,1,1,1
Hs2st1,0.3101024776633806,-0.5030896821569253,1,1,1
Got2,0.31407364074989486,0.28538385019169965,1,1,1
Ms4a4b,0.31751778968001854,-0.6012804854925986,0.75,1,1
Uba52,0.3188520202943694,-0.2605742188289062,1,1,1
Fxyd5,0.3189709523664328,-0.5374538158105953,1,1,1
Mertk,0.3220805404013101,0.2979505515745311,1,1,1
Numb,0.32653638389716017,-0.2766198751382998,1,1,1
Pomgnt1,0.3287895912054587,0.5005362628960439,1,1,1
Eci1,0.3372479831236818,-1.0021337604858152,0.5,0.667,1
Tpsab1,0.33753355937747326,-1.6688110956254651,0.5,0.667,1
Smpd1,0.34198631641448435,-0.2884550531683283,1,1,1
Klrb1c,0.3420604489157731,0.38010808010681063,0.5,0,1
Ebp,0.3454409740406903,-0.3791570435777851,1,1,1
Folh1,0.34866744306130476,-0.7301031883768281,1,1,1
Ctsl,0.35013158580719156,0.13600591689943275,1,1,1
Dad1,0.3510121636616805,-0.5277709078114697,1,0.667,1
Hadha,0.35224412459543003,-0.20408415536396696,1,1,1
Pnp,0.3556457715251186,-0.4091603295465185,1,1,1
Shmt2,0.3604859478217625,0.2784664703980684,1,1,1
H2-Eb1,0.363170059936715,0.02310619589696139,1,1,1
Gpat4,0.36535737694210924,0.24570029354681333,1,1,1
Tcap,0.3665759820878055,0.60839886283418,0.75,0.667,1
Ext2,0.36957101069703685,-0.6748938847808494,1,1,1
Gfap,0.37024668257003507,0.3718672707189645,1,1,1
Atf3,0.37236392110025546,-0.8357855602466806,0,0.333,1
Acadl,0.37580343088587365,-0.2376055030582669,1,1,1
Ldha,0.3811990777974761,0.18585958642712974,1,1,1
Gmps,0.38358630253009074,-0.1786347692686343,1,1,1
Rpn1,0.38368680154222584,0.1813787447052837,1,1,1
Calb1,0.38447122291900104,-0.39568569669725173,1,1,1
Gclc,0.38609603977368995,-0.21344668447725113,1,1,1
Otof,0.3912008308714427,-1.1165374358107325,0.5,1,1
Arsb,0.3998454356748819,-0.17168951510287744,1,1,1
Ifitm1,0.4015589008632513,-0.9000712565257808,0.75,1,1
rs429358-ALT-228:C,0.40173896129965403,-0.5513170982578475,0.75,0.667,1
Pfkp,0.40238831036314243,-0.3422298071949066,1,1,1
Cat,0.41783895713511743,-0.33775830011876984,1,1,1
Slc17a6,0.4213520081387041,-0.21560819409750143,1,1,1
Pkm,0.4217216178969079,-0.20697319382179025,1,1,1
Asah1,0.4236619994430374,0.1351134875640616,1,1,1
Dld,0.4309225269015143,0.37063961151125646,1,1,1
Pnpla2,0.4325876262952475,0.5126568713407915,1,1,1
Hspg2,0.4336184726395247,0.36190560917990566,1,1,1
Pf4,0.4343257073850146,0.9685808765883479,1,0.667,1
Galnt1,0.4350676087387177,-0.20271960222434338,1,1,1
Rorb,0.4371395179482256,-0.41581003888995616,1,1,1
Bpgm,0.437492970491823,0.45800017624040956,1,1,1
Opcml,0.4417873131731604,0.06083923688741377,1,1,1
Tgfbi,0.4430361378949744,-0.1471789737788316,1,1,1
Ftl1,0.4433368759800506,0.12665303429562957,1,1,1
Cd247,0.4434073235535464,-0.8746756759659267,0.75,1,1
Ndufv2,0.4462222061793652,0.24101380481975987,1,1,1
Tunar,0.45053076601385783,0.22623110878471042,0.75,0.667,1
Mdh2,0.45237366856255695,0.18599419921591398,1,1,1
Fas,0.4529720197750507,-0.8438413875517382,1,1,1
Sdhc,0.4590858632355974,-0.20988864831369414,1,1,1
Rapgef3,0.45926668691463896,-1.0600424700475604,0.75,0.667,1
Acad8,0.4604178109868386,0.3479709319496349,1,1,1
Dgat2,0.4658958973066639,0.15141373609979314,1,1,1
Aqp4,0.4689557191821098,0.1604573707174426,1,1,1
Dlst,0.4714345252640973,-0.15084641122831854,1,1,1
Bgn,0.4720102054000621,0.6193893417046696,0.75,0.667,1
G6pd2,0.4735389617169186,0.34920862319012813,1,1,1
Bin1,0.4793693718865287,-0.17023643483660766,1,1,1
Mag,0.4795009970759166,-0.8071853721340707,1,1,1
Reln,0.48224154498812444,0.27389393150188823,1,1,1
Htr2c,0.487987928841922,-0.4408318280372566,1,1,1
Bckdha,0.4893337006372264,-0.4472449509598344,1,1,1
Mapkapk2,0.4908096527714945,0.2590718264782774,1,1,1
Chka,0.4909661597915438,0.07101918683296438,1,1,1
Lpin1,0.49409492945657674,0.4714327179612645,1,1,1
Apoc1,0.49480883128575226,-0.8298616437086651,0.75,1,1
Ccl3,0.4990607047425958,0.1409122181977569,1,1,1
Ccl2,0.4994018027672731,0.35000406683991425,1,1,1
Cd63,0.5039066169105361,-0.21136774833065175,1,1,1
Adh5,0.5067704631262435,-0.2114529264011349,1,1,1
Acsl6,0.5093830996955742,0.23094265408799375,1,1,1
Cd14,0.5114650059285033,0.15934588814585648,1,1,1
Trem2,0.514216874178173,-0.13143978267246226,1,1,1
Aspa,0.5154714467846278,0.22303483037897057,1,1,1
Acaca,0.5184437143275671,-0.20133481952105647,1,1,1
Dgat1,0.519546544736541,-0.4942797423139247,1,1,1
Me1,0.5208875323678657,-0.20490490674121942,1,1,1
Cxcl12,0.5227026944292925,-0.43983902829093663,0.75,0.667,1
Stt3a,0.5246828661719523,0.1514303903523131,1,1,1
Abhd17a,0.5259132913734008,-0.25755075560127016,1,1,1
Pfkm,0.5293284659682875,0.29895206917179573,1,1,1
Lpgat1,0.5384255146264427,-0.1428659517939308,1,1,1
Pou3f1,0.5385458539371395,0.17277524400390337,1,1,1
Hexb,0.5390236798968244,-0.13406177031198485,1,1,1
Cst7,0.5417272678026293,-0.11934508240380381,1,1,1
Ptges3,0.5417336412685491,-0.2414989051027039,1,1,1
Cbs,0.5442917937341563,-0.6437419821180386,1,1,1
Nfkbia,0.5449280550151205,0.26897760976679264,1,1,1
C1galt1c1,0.5469284479543244,0.02995694989141029,1,1,1
Ndnf,0.5481719596290121,0.1271606261154134,1,1,1
Pygb,0.5519998025540237,-0.20091944776506487,1,1,1
Spp1,0.552145851673834,0.5303829896393522,1,1,1
Bace1,0.5528697850099396,0.1510663977060429,1,1,1
Ndufs1,0.5531528377509776,-0.14432389414501356,1,1,1
Pdcd1,0.554301399510309,-0.11913990685295728,1,1,1
Gys2,0.559762343655709,0.32488310600987447,0.75,0,1
Cox10,0.5606579435277212,0.40102281373742743,0.75,1,1
Adam10,0.5635558699828003,-0.17051751627997191,1,1,1
Tph2,0.5636779801711547,-0.7207647901543348,0.25,0.667,1
Plcb4,0.5643564673856251,-0.05108662152492749,1,1,1
Hmgcr,0.5651458389033217,-0.13699520068113724,1,1,1
Tkt,0.5666064338875592,-0.11613692023321676,1,1,1
Cd44,0.5668050130900588,-0.42866668250991435,1,1,1
Nkg7,0.5715204478289218,-0.3389169612905938,1,0.667,1
Timp3,0.581507224482763,0.19557126935491764,1,1,1
Ptgds,0.5827960231612335,0.15498555936622127,1,1,1
Acta2,0.5837422035909439,0.14475810090671537,1,1,1
Gaa,0.585506078407541,-0.3418940373703645,1,1,1
Slc47a1,0.586007447365618,-0.29691573988982345,0.5,0.667,1
Rxra,0.5860856916434343,-0.7183480339872038,1,1,1
Hmgcs1,0.5862879224583577,-0.021877251434464284,1,1,1
Abcg1,0.588223959649606,-0.1907369376651622,1,1,1
Chsy1,0.5884379898309702,-0.27038983822302365,1,1,1
Psap,0.5908030887493274,0.055721191924856583,1,1,1
Aif1,0.5938098354228148,0.1763240983800589,1,1,1
Flt1,0.59599890083991,-0.10019749218338525,1,1,1
Sdhb,0.5961661977638965,-0.16242686677180718,1,1,1
Klf6,0.59696409620834,-0.1946062386833618,1,1,1
Comt,0.5977844811195006,-0.12569863400794468,1,1,1
Arhgap5,0.6015610981974158,-0.0896646103610852,1,1,1
Cd36,0.6018428436451658,-0.12665879384456996,0.75,1,1
Pcx,0.6038819840987151,-0.21659801344261487,1,1,1
Fut9,0.6065304682070256,-0.09307436554727544,1,1,1
Dpm1,0.6082709919018388,-0.1633324742932949,1,1,1
Cad,0.6096306343311574,-0.2150850226091775,1,0.667,1
Vtn,0.6111324175131727,0.6385345444702254,1,0.667,1
Slc7a10,0.6141092007769415,-0.1841287865083635,1,0.667,1
Impdh2,0.6153070004587403,-0.301806956140644,1,1,1
Fut8,0.6164081018546133,-0.09649405643453424,1,1,1
Clec7a,0.6174661438432221,-0.41557603027227863,1,1,1
Cers2,0.6205478717316437,0.30160247566426834,1,1,1
Cnr1,0.620996634178514,0.2747739263243809,1,1,1
Hif1a,0.6214832506937047,0.07651375885116796,1,1,1
Chil3,0.6235663433819324,-0.6178217084939963,0.25,0.333,1
Chst1,0.6242419860594159,-0.20902781038530538,1,1,1
Pvalb,0.6268192641211778,-0.27198095093142705,1,1,1
C1qc,0.6285783049139402,-0.10466806089541514,1,1,1
Mgl2,0.6301476046055141,-0.5839507264844201,0.5,0.333,1
Glud1,0.6317634347133617,-0.12879750022500858,1,1,1
Alg5,0.6336698705895654,0.38014649011361556,1,1,1
Neu1,0.634291435570582,-0.3847507491301192,1,1,1
Dgkd,0.6367244667913702,-0.16823687987596347,1,1,1
Acly,0.6369210019897353,-0.1744647957209251,1,1,1
Nt5c,0.6396337243669761,-0.41751320369361133,1,1,1
Clec10a,0.6456767420536154,-0.655906981072086,0.5,0.667,1
Tagln,0.6520347632902921,-0.4742209103995886,1,1,1
Kdsr,0.6534267094007598,0.1311312169094836,1,1,1
Hadhb,0.6553166408188915,0.1372380582052104,1,1,1
Chst11,0.6619005503382632,0.24543128599497788,1,1,1
Ptgs1,0.6642519233028683,-0.11811867621549421,1,1,1
Snap25,0.6646774983260832,-0.11397082282946602,1,1,1
Tubb2b,0.6652569180589396,-0.25350912149748916,1,1,1
Col1a2,0.6657496607422775,0.5755396716384495,1,0.667,1
Il1a,0.6723118573397173,0.2787637560574643,1,1,1
Fosb,0.6733115675760423,0.7132868320459738,1,0.667,1
Acer3,0.6750488553059517,-0.09576498770245578,1,1,1
St6galnac3,0.6805183826338531,0.5325240531426583,1,0.667,1
Cstb,0.681807072265857,-0.06785646157273328,1,1,1
Tmx4,0.685268949121657,-0.14013242680557259,1,1,1
Sgms1,0.6860945492432075,-0.19267865791692262,1,1,1
Lgals3,0.6879598845724193,-0.25825617474737683,1,0.667,1
Lratd2,0.6898172054826098,-0.5609062829448106,0.5,0.667,1
Atp13a5,0.6927702260243649,-0.12650039187269216,1,0.667,1
Ogdhl,0.6954268288334738,0.3999893883807111,1,1,1
Itk,0.6987783671130946,-0.021784824081026832,0.5,0.667,1
Serpina3a,0.706082484235824,-0.5498813292137719,0.5,0.667,1
Ccl4,0.707629904589179,-0.2878133336348062,1,1,1
Gls,0.7084174810706504,-0.11822827699598903,1,1,1
Pthlh,0.7089962551824573,-0.1680855239355239,0.5,0.333,1
St3gal2,0.7119259372873669,0.22228721837604937,1,1,1
Aldoc,0.7122415522945501,-0.11371421618296562,1,1,1
C1qb,0.7139540783714375,0.10517753390341866,1,1,1
Aldob,0.7150519593668143,-0.5276015736464659,0.25,0.333,1
Hilpda,0.7162943818836311,0.44606053110735977,1,1,1
Cpe,0.7164993650251815,0.055611761591039865,1,1,1
Aldh3b1,0.7191180355405957,-0.2339331799736053,1,1,1
Macc1,0.7245607789026571,-0.06763719644623145,0.5,0,1
Sdha,0.7297895964164056,0.06792975031277848,1,1,1
Wif1,0.7307097766863424,0.21145347185497831,0.75,0.333,1
Lipa,0.7315540677162929,0.1624946549226749,1,1,1
Mt1,0.73203342090735,-0.37807658478743233,1,1,1
Ldlr,0.7378206153897733,-0.28101631449248443,1,1,1
Ids,0.7390757564878454,-0.09335639020839448,1,1,1
Ophn1,0.7406365291723718,0.2665124668856764,1,1,1
B4galt1,0.7406693742714114,-0.07859377332081818,1,1,1
Hkdc1,0.7432189489384566,-0.4895546762644492,0.75,1,1
Rhob,0.7459788557917605,-0.2045694962145035,1,1,1
Adamts2,0.7464455530030167,0.20022497424298402,0.75,0.667,1
Fezf2,0.747102348907036,-0.4381374259157006,0.75,1,1
Acaa1a,0.7480662884765477,0.42410187968185975,1,0.667,1
Cx3cr1,0.7492271417774309,0.060400775706384024,1,1,1
Aldh7a1,0.750449617513653,-0.06754766381715616,1,1,1
Pla2g15,0.7582695024887791,-0.106799201745714,1,1,1
Ch25h,0.7601800300935753,0.07116516980162757,1,1,1
Pdgfra,0.7603650365392987,0.09116674951683712,1,1,1
Csgalnact1,0.7648756689052655,-0.5406400710510146,0.25,0.333,1
Cr2,0.766963253287982,0.23238338051432209,0.75,0.667,1
Cox4i1,0.7671830061888885,0.07359739995293957,1,1,1
Ptdss1,0.7700101097865065,-0.16991877022891666,1,1,1
Lhx6,0.7727411285481729,-0.4691495799478821,1,1,1
Idh1,0.773164179286394,0.09391220864541072,1,1,1
Tecr,0.7755721924785217,-0.05450603486531724,1,1,1
Hibadh,0.7778474459597422,-0.08205576003160031,1,1,1
Pycr2,0.7793434854739185,-0.07474823561387689,1,1,1
Siglech,0.7823310473565459,0.03369350050011688,1,1,1
C1qa,0.7832229761570266,0.01704319599864057,1,1,1
Bhlhe41,0.7835058957062957,-0.059084106370361766,1,1,1
Apoe,0.783511459208611,0.30973236775881385,1,0.667,1
Bcl2a1b,0.7841158781711242,0.05706660406636299,1,1,1
Ly86,0.7863230712330384,-0.07589963540830169,1,1,1
Plin4,0.7869515704129595,-0.17967436718056362,1,1,1
Cux2,0.7870064489984896,-0.24105343546705704,1,1,1
Tlr4,0.7875574834265062,0.15343354524845854,1,1,1
Polr1a,0.7896714744950183,-0.2761629217298057,1,1,1
Oprk1,0.7898535997357539,-0.5067690890414385,0.5,0.333,1
Maob,0.7907562460520519,-0.038413140669037116,1,1,1
Lamp5,0.7909579937087847,-0.3219447676119198,1,1,1
Gad1,0.7952059301222753,-0.26962664907801065,0.75,0.667,1
Acss2,0.8042134021603611,-0.14126453220346735,1,1,1
Fads2,0.80505900558404,-0.025991711455430888,1,1,1
Idh2,0.8056697206667093,-0.03879941872691983,1,1,1
Fabp5,0.8057771494543984,0.05163435237174152,1,1,1
Hsd11b1,0.806521090966298,-0.6277837497584663,1,1,1
Cox14,0.8103552170316793,0.2235550138703477,1,1,1
Dlat,0.8147615791051348,-0.22245002945409897,1,1,1
Hk1,0.8151812105242573,-0.11130738814220731,1,1,1
Plpp3,0.8210851553070171,-0.0014307013770131771,1,1,1
Lgals1,0.821756936460818,-0.2840989705545549,1,1,1
Rxrb,0.8220448603233551,-0.1883998638657025,1,1,1
Dnah11,0.8226334144556258,-0.4869692056474555,0.5,0.333,1
Pgam1,0.8249940585307187,0.04509833941134822,1,1,1
Mmp9,0.825478512484939,0.43785183008499695,0.5,0.333,1
Jund,0.8278712316586944,-0.17785603850957843,1,1,1
Camp,0.8306739470687278,-0.19506475184876232,0.75,0.667,1
Pla2g12a,0.8318211691623421,-0.15185524742464862,1,1,1
Tnr,0.831910651089169,0.1296622422737972,1,1,1
Acsl4,0.8335239149819043,0.15165884088612636,1,1,1
Got1,0.8342422453295588,-0.10252707137937334,1,1,1
Phgdh,0.8354652199314319,0.19451488662631755,1,1,1
Ppcdc,0.8361134267911603,-0.07978569948054037,1,1,1
Gck,0.8363723148618074,-0.16320266551658325,0.5,0,1
Glul,0.8405506891836372,0.005609641045966285,1,1,1
Ckb,0.840935515735318,-0.032257630708640406,1,1,1
Serpinf1,0.8419969559382006,0.1554266364754493,1,0.667,1
Gpt2,0.844087553687173,0.0589289830477977,1,1,1
Dcx,0.8468310148484407,0.11150246644495931,0.75,0.667,1
Crh,0.8479321763701201,0.0924765962322397,1,0.333,1
Hk3,0.8483529421326272,0.11482369681573434,1,1,1
Mif,0.8502315074301792,-0.3864527738078926,1,0.667,1
Gclm,0.8507548278270226,-0.029364048956893374,1,1,1
Pgm1,0.8517238472929275,-0.09837007153883093,1,1,1
Pgls,0.8519447451288037,-0.0589727314993298,1,0.667,1
Fdft1,0.8531589834982258,0.011235632221768821,1,1,1
Myo1e,0.8571561469486721,-0.09868147967662821,1,1,1
Pfkl,0.8586228196347511,0.031772142768029976,1,1,1
Grn,0.8588140921442693,2.7155300979231356e-4,1,1,1
Hacd2,0.861132975204552,-0.04265304086113009,1,1,1
Vip,0.8619794998444901,0.03887859682547812,0.75,0.667,1
Cbr1,0.8620844162588767,0.12082554669233048,1,1,1
Grin2b,0.8625108193478193,0.09911270202171485,1,1,1
Gstm1,0.8647688355525888,-0.012631696332048747,1,1,1
Pgm2,0.8668558949192458,0.03104462718269918,1,1,1
Ctsb,0.8720619098366229,-0.06903546528489457,1,1,1
Kcnj8,0.8734679544953454,-0.38886103226045243,0.5,0.333,1
Abca1,0.8746135900342362,0.008319654427858758,1,1,1
Ocln,0.8788283284544572,-0.2826059766535479,0.75,1,1
Aldh1l1,0.8797507401984122,0.07770372357842747,1,1,1
Ganc,0.8798637522758838,0.0587671864858923,1,1,1
Tmem212,0.8816726947918316,-0.1306044861041038,0.75,0.667,1
Maf,0.883340672618118,0.05430285981264049,1,1,1
Acat1,0.8868742155958894,-0.0038587098746152293,1,1,1
Tdo2,0.8871378000842224,0.16983432356375805,0.75,0.667,1
Msmo1,0.8943181256065333,0.23518343277282838,1,1,1
Ttr,0.8970039452490339,0.12186896926484181,1,1,1
B3gat3,0.8997972207071003,0.035425418137081,1,1,1
Vim,0.9044445959451394,-0.10114924881364029,1,1,1
Uqcrc1,0.9050757975186523,-0.030999469804328328,1,1,1
Cldn5,0.9050927207651053,0.10443326250370533,1,0.667,1
Whrn,0.9051105291797263,-0.026066155934130197,1,1,1
App,0.9111624339328046,-0.04333777706298747,1,1,1
Lrg1,0.911458976699914,-0.35576705155783217,0.25,0.333,1
Slc32a1,0.9143823393450574,0.007819942338985086,1,1,1
Ppat,0.9143909807445953,0.09739390008516091,1,0.667,1
Gpnmb,0.9159792035778453,0.06631820859566773,1,1,1
Mbp,0.9162684957168645,0.031699892617816694,1,1,1
Gsr,0.9184869907507458,0.003156952951333336,1,1,1
Emcn,0.921340202282012,-0.18025774560387076,0.5,0.667,1
St3gal6,0.9253571755340861,-0.08449531511486175,1,1,1
Cd3d,0.9279041576270249,-0.1282164032500408,0.75,0.333,1
Pmm1,0.9289062563077253,-0.07646879085418856,1,1,1
Plin3,0.9316808724135623,0.18683037041119827,1,0.667,1
Prdx1,0.9342394118587927,0.016380655764438146,1,1,1
G6pc3,0.9344114434829343,-0.11203082836540323,1,1,1
Hsd17b12,0.9353661813827832,-0.08364314895934521,1,1,1
Mog,0.9363006271906321,0.08727090009123861,1,1,1
Mt3,0.9396494779516749,0.049646687609611106,1,1,1
Hmox1,0.9412838429557987,-0.3374760946432196,1,1,1
Cndp2,0.9422778187728571,-0.046454366001678515,1,1,1
Plin2,0.9439379948296053,0.06579445815853635,1,1,1
Sptlc2,0.943948945958484,-0.03833888612308556,1,1,1
Dpp4,0.9441925877332414,-0.5090700920513236,0.5,0.667,1
Coasy,0.9466883667805516,0.12128773849563812,1,1,1
