#Selection names: 4s2_F1, 4s2M_F2, 4s2M_F1
#Areas (µm^2): 27180097.8, 14559513.7, 26957824.5
Selection,X,Y,Class,Color
4s2M_F2,11313.92130289739,9280.91589331457,samples,#c2c2c2
4s2M_F2,11303.582179299841,9335.652430007467,samples,#c2c2c2
4s2M_F2,11283.288048151715,9396.502813781268,samples,#c2c2c2
4s2M_F2,11274.005243683328,9426.367836433006,samples,#c2c2c2
4s2M_F2,11271.63652806036,9442.820807111457,samples,#c2c2c2
4s2M_F2,11279.190810317392,9474.542390656874,samples,#c2c2c2
4s2M_F2,11304.094334029132,9592.658075099442,samples,#c2c2c2
4s2M_F2,11305.98290459339,9596.371196886796,samples,#c2c2c2
4s2M_F2,11326.94923882371,9669.289226469498,samples,#c2c2c2
4s2M_F2,11378.80490516435,9869.92584166896,samples,#c2c2c2
4s2M_F2,11380.693475728609,10024.276473208818,samples,#c2c2c2
4s2M_F2,11380.693475728609,10169.120232586221,samples,#c2c2c2
4s2M_F2,11352.204868911836,10340.147902498593,samples,#c2c2c2
4s2M_F2,11280.727274505263,10449.941072590194,samples,#c2c2c2
4s2M_F2,11192.988767443723,10560.98261983444,samples,#c2c2c2
4s2M_F2,11167.829166367339,10627.72278299508,samples,#c2c2c2
4s2M_F2,11108.09912106386,10845.836678331574,samples,#c2c2c2
4s2M_F2,11066.806646014833,11003.64435429414,samples,#c2c2c2
4s2M_F2,11030.25160221174,11110.332586339417,samples,#c2c2c2
4s2M_F2,10974.266688366197,11290.290954343787,samples,#c2c2c2
4s2M_F2,10910.823521275364,11500.882577093831,samples,#c2c2c2
4s2M_F2,10867.546446650336,11588.813142178855,samples,#c2c2c2
4s2M_F2,10743.50897315035,11760.09688945587,samples,#c2c2c2
4s2M_F2,10604.042838430492,11896.714163494049,samples,#c2c2c2
4s2M_F2,10576.93064744869,11938.934918989917,samples,#c2c2c2
4s2M_F2,10544.56887049166,12014.44573188965,samples,#c2c2c2
4s2M_F2,10507.629710641599,12045.30305432939,samples,#c2c2c2
4s2M_F2,10460.063340158766,12077.72885062758,samples,#c2c2c2
4s2M_F2,10360.673313005871,12117.868977535705,samples,#c2c2c2
4s2M_F2,10289.83591201091,12141.908240141767,samples,#c2c2c2
4s2M_F2,10168.58327985144,12154.744118044604,samples,#c2c2c2
4s2M_F2,10064.359792440868,12154.744118044604,samples,#c2c2c2
4s2M_F2,9861.098384253793,12186.337662907697,samples,#c2c2c2
4s2M_F2,9731.87534411974,12189.666668648084,samples,#c2c2c2
4s2M_F2,9581.846018108272,12189.666668648084,samples,#c2c2c2
4s2M_F2,9474.837689357186,12166.107551100731,samples,#c2c2c2
4s2M_F2,9366.933089829843,12149.974677128088,samples,#c2c2c2
4s2M_F2,9291.742373635914,12119.08534501777,samples,#c2c2c2
4s2M_F2,9128.012908615932,12022.704226899456,samples,#c2c2c2
4s2M_F2,9064.66577053684,12000.745592881136,samples,#c2c2c2
4s2M_F2,8933.106024450402,11911.72669899637,samples,#c2c2c2
4s2M_F2,8807.083951374416,11837.97641797857,samples,#c2c2c2
4s2M_F2,8708.590194997778,11771.652380535481,samples,#c2c2c2
4s2M_F2,8556.416221057407,11679.560558274974,samples,#c2c2c2
4s2M_F2,8493.549228037025,11625.912350381817,samples,#c2c2c2
4s2M_F2,8435.995840333033,11573.1924229355,samples,#c2c2c2
4s2M_F2,8374.121147100652,11468.456780795641,samples,#c2c2c2
4s2M_F2,8307.445003281175,11382.63885396894,samples,#c2c2c2
4s2M_F2,8234.687022051374,11288.49841279127,samples,#c2c2c2
4s2M_F2,8191.153870061702,11236.098582050761,samples,#c2c2c2
4s2M_F2,8125.181938994999,11121.311903348578,samples,#c2c2c2
4s2M_F2,8107.928726552033,11071.088730207552,samples,#c2c2c2
4s2M_F2,8092.916191049711,11008.893940269365,samples,#c2c2c2
4s2M_F2,8060.490394751521,10956.142003152467,samples,#c2c2c2
4s2M_F2,8041.828756803008,10948.587720895433,samples,#c2c2c2
4s2M_F2,7954.634414141339,10948.587720895433,samples,#c2c2c2
4s2M_F2,7903.034825165343,10948.587720895433,samples,#c2c2c2
4s2M_F2,7857.0689382115415,10932.45484692279,samples,#c2c2c2
4s2M_F2,7798.043105660838,10908.671661681374,samples,#c2c2c2
4s2M_F2,7750.220657813359,10872.052598537119,samples,#c2c2c2
4s2M_F2,7728.3580528067805,10780.664989029387,samples,#c2c2c2
4s2M_F2,7715.682223256847,10679.194333288751,samples,#c2c2c2
4s2M_F2,7715.682223256847,10640.142535180368,samples,#c2c2c2
4s2M_F2,7699.3893009313,10348.758503884786,samples,#c2c2c2
4s2M_F2,7689.8824287688485,10284.5791143706,samples,#c2c2c2
4s2M_F2,7740.49843324666,10281.795552557936,samples,#c2c2c2
4s2M_F2,7725.961818501567,10195.365457367405,samples,#c2c2c2
4s2M_F2,7603.230678411382,10222.069907017514,samples,#c2c2c2
4s2M_F2,7458.740597506035,10237.33284059357,samples,#c2c2c2
4s2M_F2,7319.594559491983,10233.971825182603,samples,#c2c2c2
4s2M_F2,7254.9670345896675,10217.32679648067,samples,#c2c2c2
4s2M_F2,7161.767050950728,10175.443411532904,samples,#c2c2c2
4s2M_F2,7154.296283762788,10085.267809757635,samples,#c2c2c2
4s2M_F2,7161.362131319945,9931.054168374107,samples,#c2c2c2
4s2M_F2,7144.821164402477,9754.731915149854,samples,#c2c2c2
4s2M_F2,7141.824759134687,9594.687431083057,samples,#c2c2c2
4s2M_F2,7138.018514605331,9498.134345122964,samples,#c2c2c2
4s2M_F2,7139.030813682288,9431.282114080768,samples,#c2c2c2
4s2M_F2,7151.137910642686,9177.903655118598,samples,#c2c2c2
4s2M_F2,7077.857527266975,9061.489601484269,samples,#c2c2c2
4s2M_F2,7118.44578956323,8921.99145709383,samples,#c2c2c2
4s2M_F2,7154.168581931226,8771.033850635524,samples,#c2c2c2
4s2M_F2,7164.635744211097,8713.51247260211,samples,#c2c2c2
4s2M_F2,7172.702181197418,8700.676594699273,samples,#c2c2c2
4s2M_F2,7218.764097162961,8641.298655772183,samples,#c2c2c2
4s2M_F2,7220.652667727219,8632.23991899786,samples,#c2c2c2
4s2M_F2,7251.029845108248,8593.348169242381,samples,#c2c2c2
4s2M_F2,7258.58412736528,8591.459598678122,samples,#c2c2c2
4s2M_F2,7297.475877120761,8587.682457549607,samples,#c2c2c2
4s2M_F2,7336.751742923207,8580.128175292575,samples,#c2c2c2
4s2M_F2,7395.265420744621,8572.061738306253,samples,#c2c2c2
4s2M_F2,7455.667669130293,8564.859562425609,samples,#c2c2c2
4s2M_F2,7529.417950148092,8564.859562425609,samples,#c2c2c2
4s2M_F2,7564.916674822023,8561.082421297093,samples,#c2c2c2
4s2M_F2,7587.579521593118,8561.082421297093,samples,#c2c2c2
4s2M_F2,7612.2589776107925,8557.721405886126,samples,#c2c2c2
4s2M_F2,7678.871102089109,8551.415500781739,samples,#c2c2c2
4s2M_F2,7682.648243217624,8551.415500781739,samples,#c2c2c2
4s2M_F2,7714.36982676304,8541.46049323116,samples,#c2c2c2
4s2M_F2,7727.7178593951685,8538.099477820191,samples,#c2c2c2
4s2M_F2,7780.6618545355495,8433.523884033235,samples,#c2c2c2
4s2M_F2,7780.693864206131,8420.30389008343,samples,#c2c2c2
4s2M_F2,7771.379050067164,8410.86103726214,samples,#c2c2c2
4s2M_F2,7758.351114140842,8391.975331619562,samples,#c2c2c2
4s2M_F2,7749.036300001875,8367.423914284209,samples,#c2c2c2
4s2M_F2,7749.036300001875,8328.148048481762,samples,#c2c2c2
4s2M_F2,7749.036300001875,8184.360608233518,samples,#c2c2c2
4s2M_F2,7750.924870566133,8143.58028791378,samples,#c2c2c2
4s2M_F2,7743.722694685489,7981.54733543457,samples,#c2c2c2
