#Selection name: 4s2M_F2
#Area (µm^2): 14559513.73
Cell ID,Cluster,Transcripts,Area (µm^2)
lgpcnfih-1,Cluster 6,0,200.49
lggnhjii-1,Cluster 15,0,260.33
lgpcjknp-1,Cluster 8,0,233.37
lgpjigbo-1,Cluster 5,0,115.96
lghdmdbm-1,Cluster 12,0,192.55
lgfponao-1,Cluster 3,0,108.56
lggaccin-1,Cluster 2,0,36.08
lghdgbod-1,Cluster 3,0,122.78
lgfoafeb-1,Cluster 2,0,186.77
lghendop-1,Cluster 5,0,145.90
lghfcdjf-1,Cluster 3,0,204.02
lghfbjak-1,Cluster 3,0,57.66
lghdilbk-1,Cluster 3,0,104.18
lghfabfe-1,Cluster 3,0,123.82
lgfpokjk-1,Cluster 3,0,288.59
lggkafcj-1,Cluster 3,0,203.97
lggadmdi-1,Cluster 3,0,107.29
lghdmkjo-1,Cluster 13,0,228.08
lghannal-1,Cluster 1,0,180.35
lghecahd-1,Cluster 15,0,226.23
lggkonah-1,Cluster 4,0,106.79
lggmgmml-1,Cluster 5,0,178.23
lgheedam-1,Cluster 3,0,164.10
lghfcmkl-1,Cluster 5,0,186.95
lgfmfmhk-1,Cluster 5,0,78.98
lghfkhnm-1,Cluster 5,0,122.28
lggjgkhg-1,Cluster 11,0,163.74
lgfmeefo-1,Cluster 5,0,31.74
lggkkche-1,Cluster 8,0,153.67
lggjijpd-1,Cluster 8,0,202.80
lggeaojm-1,Cluster 3,0,144.09
lggegjii-1,Cluster 3,0,227.95
lggdlkko-1,Cluster 3,0,248.99
lghbjeao-1,Cluster 8,0,167.89
lggenljb-1,Cluster 18,0,167.21
lggpmgfg-1,Cluster 8,0,206.18
lggfbkff-1,Cluster 13,0,129.24
lghbnacf-1,Cluster 5,0,219.23
lggppffa-1,Cluster 12,0,167.44
lggklhmp-1,Cluster 4,0,172.81
lghdgech-1,Cluster 3,0,187.94
lgpkofdd-1,Cluster 3,0,265.38
lgpgmkko-1,Cluster 3,0,107.61
lhabcfmd-1,Cluster 3,0,64.26
lgpojndl-1,Cluster 3,0,81.82
lgomonbm-1,Cluster 3,0,182.70
lgppfaol-1,Cluster 3,0,86.47
lgommmml-1,Cluster 3,0,298.57
lgphgbco-1,Cluster 3,0,117.59
lgphcfop-1,Cluster 3,0,155.61
lgpnpchc-1,Cluster 17,0,15.99
lgpoabbd-1,Cluster 3,0,77.17
lhabdjgp-1,Cluster 3,0,161.93
lgommmbi-1,Cluster 3,0,244.43
lhabbion-1,Cluster 3,0,187.53
lgppadhp-1,Cluster 3,0,103.18
lgppdpoo-1,Cluster 2,0,63.81
lgpjpcib-1,Cluster 5,0,110.54
lgpojihg-1,Cluster 3,0,150.14
lgpkhmla-1,Cluster 3,0,178.68
lgpbkaoi-1,Cluster 13,0,218.42
lgpjijld-1,Cluster 5,0,98.53
lgphnlno-1,Cluster 3,0,162.88
lgpiefbp-1,Cluster 3,0,89.86
lgphnabo-1,Cluster 3,0,87.47
lgphclbh-1,Cluster 3,0,101.65
lgpoglag-1,Cluster 3,0,95.14
lgpnpaob-1,Cluster 17,0,83.95
lgpnikpc-1,Cluster 3,0,119.03
lgpneoji-1,Cluster 8,0,91.40
lgpnhclk-1,Cluster 8,0,55.36
lgheodab-1,Cluster 3,0,162.11
lgpipdod-1,Cluster 3,0,122.69
lgpjmdid-1,Cluster 5,0,129.51
lgphjgjd-1,Cluster 3,0,138.81
lgpmoiom-1,Cluster 3,0,102.87
lgpmnkfe-1,Cluster 3,0,112.85
lgpechag-1,Cluster 15,0,81.69
lgpdonnk-1,Cluster 8,0,163.01
lgpdmknc-1,Cluster 12,0,181.66
lhakbeje-1,Cluster 8,0,284.94
lhaamflc-1,Cluster 3,0,283.81
lgonfbei-1,Cluster 3,0,132.08
lgoonmga-1,Cluster 3,0,102.78
lhaalahe-1,Cluster 3,0,83.72
lgpepkfp-1,Cluster 4,0,132.71
lhaagecj-1,Cluster 3,0,131.27
lgoppjpa-1,Cluster 3,0,176.38
lgpmbjep-1,Cluster 13,0,171.64
lhaancho-1,Cluster 2,0,120.52
lgopfokc-1,Cluster 3,0,77.89
lhaanlma-1,Cluster 3,0,152.90
lgpkoicn-1,Cluster 3,0,148.97
lhaadlih-1,Cluster 15,0,125.22
lhaaiekf-1,Cluster 3,0,191.87
lgpfjoaf-1,Cluster 3,0,69.72
lgpabalf-1,Cluster 13,0,110.09
lgpakpca-1,Cluster 3,0,220.18
lgpdpgel-1,Cluster 15,0,129.06
lgonfhbo-1,Cluster 3,0,229.71
lgpflnpc-1,Cluster 3,0,115.51
lgpkilek-1,Cluster 3,0,201.26
lgpknjdc-1,Cluster 8,0,157.19
lgpafeae-1,Cluster 3,0,139.40
lgpajdgi-1,Cluster 3,0,191.55
lgpbgmlo-1,Cluster 5,0,196.70
lgpcdlpl-1,Cluster 13,0,218.15
lgpkhgdd-1,Cluster 5,0,109.87
lgpohnjl-1,Cluster 3,0,235.54
lgpfiddc-1,Cluster 5,0,108.69
lhabafcm-1,Cluster 3,0,188.75
lgonbnjf-1,Cluster 3,0,195.93
lgpkiapg-1,Cluster 8,0,112.08
lgpfnedk-1,Cluster 3,0,114.06
lgommhho-1,Cluster 3,0,193.22
lhabgmbe-1,Cluster 3,0,189.84
lhahmodl-1,Cluster 3,0,138.86
lhaiokmg-1,Cluster 5,0,172.63
lhakonmf-1,Cluster 3,0,49.08
lhakmgii-1,Cluster 2,0,145.45
lhakhmpj-1,Cluster 3,0,140.89
lhakhgoh-1,Cluster 3,0,162.34
lhajkhna-1,Cluster 5,0,207.94
lhaeeeab-1,Cluster 3,0,137.77
lhajeamb-1,Cluster 15,0,188.89
lhajiccf-1,Cluster 12,0,183.52
lhadmcib-1,Cluster 3,0,141.56
lhaimnco-1,Cluster 3,0,137.32
lhakdnhg-1,Cluster 3,0,254.73
lhajkkjh-1,Cluster 8,0,226.55
lhajlijj-1,Cluster 3,0,93.93
lhaiiice-1,Cluster 3,0,138.18
lhajmpdl-1,Cluster 3,0,302.23
lhaogamp-1,Cluster 3,0,135.97
lhaofmle-1,Cluster 3,0,169.25
lhaiabng-1,Cluster 3,0,95.32
lhaobgha-1,Cluster 13,0,177.15
lhaheifh-1,Cluster 3,0,101.47
lhaioidg-1,Cluster 15,0,200.40
lhaikked-1,Cluster 3,0,121.11
lhancdkn-1,Cluster 3,0,238.92
lhanjlde-1,Cluster 3,0,141.75
lhahpobh-1,Cluster 3,0,186.50
lhaidigg-1,Cluster 13,0,62.50
lgpfjdgo-1,Cluster 13,0,178.41
lgonlecp-1,Cluster 4,0,131.50
lgpfahdb-1,Cluster 8,0,135.20
lhankcph-1,Cluster 3,0,205.28
lgpfboli-1,Cluster 5,0,135.47
lgopchda-1,Cluster 3,0,167.12
lgplcenf-1,Cluster 13,0,128.38
lgoohjpi-1,Cluster 3,0,189.25
lgklldjc-1,Cluster 13,0,61.19
lgmenmlk-1,Cluster 3,0,66.65
lglfpcdc-1,Cluster 15,0,116.82
lglfmekl-1,Cluster 6,0,195.08
lgmflljf-1,Cluster 3,0,129.01
kpackmop-1,Cluster 5,0,108.01
lglfneae-1,Cluster 15,0,39.47
kpadbiii-1,Cluster 5,0,144.82
kpacmadh-1,Cluster 17,0,104.36
lgmdfcib-1,Cluster 5,0,147.12
lglfhoce-1,Cluster 3,0,98.58
kpachckf-1,Cluster 3,0,181.17
kpacjkpp-1,Cluster 5,0,84.89
lglfjhcp-1,Cluster 3,0,216.25
lgmbphik-1,Cluster 17,0,101.78
lgmcdogp-1,Cluster 3,0,114.34
lgmcdpna-1,Cluster 3,0,101.38
lhalciji-1,Cluster 3,0,154.98
lgmcekpg-1,Cluster 15,0,113.25
lhalinnd-1,Cluster 12,0,196.97
lhalbnfo-1,Cluster 17,0,90.94
lhaellcb-1,Cluster 5,0,173.85
lhaeneaf-1,Cluster 5,0,132.26
lhalfcae-1,Cluster 8,0,233.82
lhalmapg-1,Cluster 13,0,210.38
lhaehgjf-1,Cluster 2,0,174.17
lhafhoae-1,Cluster 3,0,109.55
lhafkooj-1,Cluster 3,0,117.27
lhaelcoc-1,Cluster 8,0,228.26
lgllpoba-1,Cluster 3,0,185.32
lglkhodh-1,Cluster 3,0,79.34
lglhpejb-1,Cluster 3,0,185.46
lglgcepj-1,Cluster 15,0,232.28
lgmlgajk-1,Cluster 3,0,222.17
lgmliipk-1,Cluster 3,0,70.13
lglkiaoo-1,Cluster 3,0,76.49
lglgbhcf-1,Cluster 5,0,202.12
lglkngef-1,Cluster 3,0,147.84
lgmcmpjd-1,Cluster 3,0,155.20
lglkjbdk-1,Cluster 3,0,193.68
lgmllnja-1,Cluster 3,0,224.97
lgmcpchb-1,Cluster 3,0,183.61
lglkedhl-1,Cluster 3,0,119.94
lgljpjem-1,Cluster 3,0,47.50
lglknaid-1,Cluster 3,0,145.49
lgmafggk-1,Cluster 3,0,47.69
lglkchbi-1,Cluster 3,0,123.32
lgmcmodk-1,Cluster 13,0,145.99
lgmamnbi-1,Cluster 3,0,134.79
lgmfccni-1,Cluster 3,0,158.68
lgmbpalh-1,Cluster 3,0,88.10
lgljdkan-1,Cluster 3,0,89.82
lgnbjfjj-1,Cluster 3,0,106.48
lgncecnf-1,Cluster 3,0,144.91
lgkifnoi-1,Cluster 13,0,220.27
lgncmbfb-1,Cluster 2,0,351.04
lgnckjbk-1,Cluster 8,0,201.80
lgnbmeje-1,Cluster 3,0,178.50
lgnckjek-1,Cluster 1,0,252.83
lhachmbi-1,Cluster 13,0,165.27
lhacclhm-1,Cluster 3,0,79.07
lhabobin-1,Cluster 4,0,128.24
lhaccfbi-1,Cluster 8,0,237.03
lhadijhp-1,Cluster 3,0,137.37
lhadmifg-1,Cluster 17,0,121.29
lhadijcp-1,Cluster 3,0,334.83
lhadehll-1,Cluster 3,0,255.90
lhahcjpg-1,Cluster 3,0,210.56
lhamcjek-1,Cluster 15,0,129.82
lhadaibc-1,Cluster 5,0,133.12
lhaegmgm-1,Cluster 3,0,199.18
lhaleekg-1,Cluster 3,0,222.39
lhafpofe-1,Cluster 3,0,111.94
lhamfhfi-1,Cluster 3,0,134.16
lhalmnjb-1,Cluster 12,0,168.07
lhabmooo-1,Cluster 3,0,198.51
lhadjjfi-1,Cluster 3,0,120.66
lhaclfeo-1,Cluster 3,0,255.54
lhagmfpd-1,Cluster 3,0,214.54
lhaclpbj-1,Cluster 5,0,24.20
lhagjkkh-1,Cluster 3,0,148.11
lhagdolo-1,Cluster 3,0,168.34
lhamglam-1,Cluster 5,0,125.81
lhaenego-1,Cluster 12,0,138.27
lhagnkik-1,Cluster 5,0,93.70
lhalpnjh-1,Cluster 17,0,120.16
lhagpaaf-1,Cluster 3,0,113.97
lhafiehp-1,Cluster 5,0,68.68
lhabigbf-1,Cluster 5,0,183.42
lhalbmeh-1,Cluster 3,0,158.54
lgnaoekl-1,Cluster 2,0,100.20
lglhpbfk-1,Cluster 3,0,164.41
lgkienlp-1,Cluster 3,0,178.01
lgmfigde-1,Cluster 3,0,48.18
lgmjoakf-1,Cluster 12,0,47.78
lgmfcgcm-1,Cluster 3,0,136.60
lgmepiid-1,Cluster 3,0,108.92
lgncjlie-1,Cluster 3,0,171.68
lgmfllmi-1,Cluster 3,0,126.30
lgnbbmhd-1,Cluster 13,0,125.13
lgmekaef-1,Cluster 3,0,169.34
lgmjfkon-1,Cluster 5,0,210.88
lgklakbc-1,Cluster 3,0,168.21
lgndfpib-1,Cluster 1,0,119.71
lgklcobk-1,Cluster 1,0,158.95
lgmefpea-1,Cluster 3,0,181.17
lgmdpgmo-1,Cluster 3,0,130.73
lgnckldi-1,Cluster 8,0,178.86
lgkiejgd-1,Cluster 5,0,169.25
lgncmpea-1,Cluster 15,0,145.58
lgmenffp-1,Cluster 3,0,107.34
lgkjfgfo-1,Cluster 13,0,85.62
lgmkgjlg-1,Cluster 3,0,190.02
lgmmanif-1,Cluster 3,0,212.28
lgkiolna-1,Cluster 8,0,116.14
lgkklafj-1,Cluster 3,0,120.70
lgncmdjn-1,Cluster 5,0,188.17
lgmdkhnk-1,Cluster 17,0,75.59
lglimfak-1,Cluster 3,0,88.60
lgmpjckh-1,Cluster 4,0,198.06
lgkjfpkj-1,Cluster 8,0,111.40
lgnbhpjb-1,Cluster 3,0,306.97
lgmkcfam-1,Cluster 3,0,189.48
lgndpoan-1,Cluster 3,0,319.21
lgnaijnc-1,Cluster 3,0,121.33
lgkmjmib-1,Cluster 3,0,173.67
lglbofng-1,Cluster 3,0,161.07
lglccbbe-1,Cluster 3,0,138.54
lglcbofp-1,Cluster 12,0,93.65
lglbogel-1,Cluster 13,0,111.04
lglcedoj-1,Cluster 3,0,119.35
lgldfaal-1,Cluster 18,0,178.14
lglfppen-1,Cluster 18,0,149.83
lgldhice-1,Cluster 14,0,143.78
lglfhfag-1,Cluster 24,0,97.94
lglfghdb-1,Cluster 14,0,98.31
lglekehg-1,Cluster 14,0,100.25
lglfephg-1,Cluster 14,0,121.20
lglehakd-1,Cluster 14,0,70.17
lgldklfh-1,Cluster 3,0,118.94
lglhhonk-1,Cluster 1,0,225.06
lglcenom-1,Cluster 3,0,149.65
lglcpimn-1,Cluster 3,0,118.40
lglgngld-1,Cluster 3,0,225.10
lglgifdn-1,Cluster 5,0,201.26
lgnkkgac-1,Cluster 18,0,82.77
lgnjhnli-1,Cluster 14,0,86.29
lgnhbhbp-1,Cluster 3,0,254.73
lgnkjbma-1,Cluster 14,0,76.90
lgnigmgi-1,Cluster 3,0,75.82
lgnidemb-1,Cluster 3,0,224.83
lgngpojn-1,Cluster 17,0,119.39
lgnkeibe-1,Cluster 3,0,83.00
lgnjodco-1,Cluster 24,0,172.14
lglblobh-1,Cluster 18,0,78.21
lglbmhlm-1,Cluster 3,0,302.41
lgmicenf-1,Cluster 3,0,260.96
lgmhnabl-1,Cluster 3,0,142.15
lgmilekj-1,Cluster 8,0,182.66
lgllmjbk-1,Cluster 3,0,254.18
lgmndojn-1,Cluster 3,0,175.70
lglmcfka-1,Cluster 3,0,136.19
lglldhee-1,Cluster 3,0,163.78
lgmjdhjj-1,Cluster 5,0,95.01
lgmlnaci-1,Cluster 2,0,248.04
lglhikli-1,Cluster 3,0,78.35
lgmooloe-1,Cluster 1,0,156.15
lgmkjcck-1,Cluster 3,0,173.85
lgmoijam-1,Cluster 3,0,426.50
lgkjljca-1,Cluster 3,0,79.84
lgmokidk-1,Cluster 3,0,333.25
lgmonkmn-1,Cluster 5,0,176.83
lgmjabdm-1,Cluster 3,0,266.74
lgmhkaje-1,Cluster 17,0,103.95
lglmpoch-1,Cluster 3,0,210.34
lgmohhkp-1,Cluster 8,0,199.59
lgmjhbmh-1,Cluster 3,0,247.23
lgnacigg-1,Cluster 13,0,163.87
lglmojci-1,Cluster 3,0,362.74
lgllhgpm-1,Cluster 3,0,226.82
lglmmadh-1,Cluster 3,0,107.74
lgmjdnca-1,Cluster 3,0,306.84
lgkjgcpd-1,Cluster 3,0,145.58
lglncpgh-1,Cluster 3,0,111.63
lgmneofg-1,Cluster 13,0,213.27
lglncmmh-1,Cluster 3,0,225.10
lgllnojf-1,Cluster 18,0,232.01
lgllmail-1,Cluster 3,0,101.51
lglcmfpa-1,Cluster 3,0,122.96
lgkkaeke-1,Cluster 13,0,131.31
lgkkigfd-1,Cluster 5,0,189.30
lglnbcod-1,Cluster 3,0,102.14
lglnabbe-1,Cluster 3,0,55.68
lgnkocdj-1,Cluster 3,0,131.86
lgnknhcp-1,Cluster 3,0,155.61
lgneelnn-1,Cluster 3,0,106.34
lgmgbmne-1,Cluster 5,0,173.13
lglogpbc-1,Cluster 6,0,158.09
lgnljhge-1,Cluster 13,0,156.78
lgmgmmco-1,Cluster 13,0,247.37
lglnledi-1,Cluster 13,0,155.74
lgneejpa-1,Cluster 3,0,108.15
lgnkfebd-1,Cluster 3,0,68.82
lgnedmep-1,Cluster 3,0,146.94
lgnlmkan-1,Cluster 5,0,192.19
lgklnepm-1,Cluster 13,0,161.61
lgnjgnnb-1,Cluster 17,0,40.91
lglnjjkk-1,Cluster 3,0,172.14
lgnmihpo-1,Cluster 3,0,151.63
lgnogifg-1,Cluster 17,0,151.14
lgnmehbg-1,Cluster 12,0,194.85
lgnmkpcg-1,Cluster 3,0,252.47
lgnonhba-1,Cluster 3,0,136.42
lgmgofnd-1,Cluster 13,0,197.02
lgmhaeia-1,Cluster 3,0,150.19
lgnomfpo-1,Cluster 17,0,110.90
lglnjmlb-1,Cluster 3,0,307.83
lgnmnbfe-1,Cluster 13,0,159.76
lgnncada-1,Cluster 3,0,135.42
lglnjjgo-1,Cluster 13,0,166.72
lgmgkfoh-1,Cluster 3,0,257.89
lgnomcgf-1,Cluster 3,0,139.13
lgmgefgg-1,Cluster 5,0,156.87
lgmfnfjn-1,Cluster 4,0,201.04
lglkpldh-1,Cluster 3,0,222.48
lgnmfhcf-1,Cluster 3,0,152.13
lgmglefc-1,Cluster 3,0,263.13
lgnmfali-1,Cluster 3,0,187.99
lglnaehd-1,Cluster 3,0,123.91
lgjmilng-1,Cluster 8,0,168.21
lgjmlmmg-1,Cluster 3,0,142.92
lgjfecck-1,Cluster 3,0,87.38
lgjdpgni-1,Cluster 3,0,174.53
lgjefpkn-1,Cluster 3,0,69.45
lgjeglml-1,Cluster 3,0,215.53
lgjfdhnj-1,Cluster 3,0,182.25
lgnopilm-1,Cluster 3,0,197.78
lgoafkpf-1,Cluster 3,0,150.55
lgnpkipc-1,Cluster 3,0,272.38
lgnijigm-1,Cluster 3,0,103.63
lgjihphi-1,Cluster 3,0,124.68
lgjicdbd-1,Cluster 3,0,213.05
lgjnaecd-1,Cluster 3,0,160.40
lgjghkaj-1,Cluster 3,0,123.55
lgjhjabi-1,Cluster 3,0,135.97
lgjcmipi-1,Cluster 3,0,177.06
lgjhjhgm-1,Cluster 17,0,73.29
lgjbncee-1,Cluster 3,0,90.81
lgjckbib-1,Cluster 17,0,82.37
lgjgecah-1,Cluster 17,0,13.41
lgjgdafl-1,Cluster 3,0,96.86
lgjmplae-1,Cluster 3,0,173.63
lgjellbl-1,Cluster 3,0,160.30
lgjdmdpb-1,Cluster 3,0,142.96
lgjflaja-1,Cluster 3,0,109.87
lgjfmdnj-1,Cluster 3,0,58.07
lgnnmjop-1,Cluster 5,0,142.06
lgmhjpnp-1,Cluster 6,0,200.00
lgnfpkfh-1,Cluster 3,0,192.00
lglpeiei-1,Cluster 3,0,217.56
lglpcjbj-1,Cluster 3,0,332.53
lgnpaiak-1,Cluster 3,0,138.00
lgneidfg-1,Cluster 3,0,167.67
lgnfllik-1,Cluster 18,0,135.51
lgnnphbo-1,Cluster 3,0,229.17
lgnnigdk-1,Cluster 3,0,113.70
lgobebfp-1,Cluster 3,0,184.73
lgnoggpj-1,Cluster 3,0,92.03
lgoahkjc-1,Cluster 3,0,127.70
lgkgidah-1,Cluster 13,0,119.66
lgnemcgl-1,Cluster 18,0,160.62
lgmhihhi-1,Cluster 5,0,157.19
lgnpkfjb-1,Cluster 3,0,117.72
lgkggcfp-1,Cluster 15,0,101.87
lgnenobo-1,Cluster 3,0,180.13
lgobcdfc-1,Cluster 17,0,35.99
lgnoeeol-1,Cluster 3,0,152.49
lgnknmgh-1,Cluster 3,0,64.93
lgnfgjjh-1,Cluster 3,0,163.15
lgnghgfa-1,Cluster 3,0,81.60
lglphohj-1,Cluster 5,0,205.24
lgmhjnni-1,Cluster 15,0,148.93
lgmabbjh-1,Cluster 6,0,193.36
lgnoagme-1,Cluster 3,0,222.44
lglookaj-1,Cluster 13,0,194.31
lgoaogpd-1,Cluster 3,0,128.97
lgngbabb-1,Cluster 3,0,125.35
lgngifne-1,Cluster 3,0,255.45
lgmhgehk-1,Cluster 13,0,144.59
lgneaebe-1,Cluster 8,0,155.02
lgnloogi-1,Cluster 12,0,184.87
lglpdckm-1,Cluster 5,0,96.41
lgkgipff-1,Cluster 13,0,197.65
lgnehiok-1,Cluster 3,0,227.45
lgifnfho-1,Cluster 13,0,111.67
lgjnigmf-1,Cluster 12,0,106.52
lgicmemo-1,Cluster 14,0,120.84
lgjocfaa-1,Cluster 3,0,96.23
lgjochkj-1,Cluster 3,0,155.88
lgikcfnc-1,Cluster 12,0,74.28
lgijmkak-1,Cluster 3,0,162.07
lgjnkidk-1,Cluster 3,0,39.51
lgiohnco-1,Cluster 5,0,142.42
lgilahnc-1,Cluster 13,0,185.73
lgjobmdi-1,Cluster 3,0,203.43
lgidhhkj-1,Cluster 14,0,159.13
lgjognel-1,Cluster 5,0,156.96
lgiioalm-1,Cluster 1,0,193.00
lgicnlbf-1,Cluster 5,0,96.09
lgiocfom-1,Cluster 8,0,259.78
lghkeijl-1,Cluster 15,0,71.48
lgifklld-1,Cluster 14,0,132.80
lgidpgjb-1,Cluster 24,0,51.07
lgiecfgg-1,Cluster 18,0,91.58
lghlekno-1,Cluster 3,0,238.02
lgilfbmf-1,Cluster 15,0,153.53
lgimgdnk-1,Cluster 1,0,154.21
lgilbagp-1,Cluster 12,0,57.08
lgiimbog-1,Cluster 3,0,195.35
lgimghmo-1,Cluster 13,0,208.71
lgiiopge-1,Cluster 8,0,113.16
lgifhpcp-1,Cluster 14,0,91.71
lghjkpjn-1,Cluster 4,0,104.72
lgilecie-1,Cluster 13,0,160.30
lgimogea-1,Cluster 13,0,107.92
lgkgmidl-1,Cluster 13,0,178.28
lgnpjlml-1,Cluster 3,0,167.53
lgnffelb-1,Cluster 18,0,88.60
lgnemmej-1,Cluster 3,0,167.89
lgnonnem-1,Cluster 3,0,202.84
lgkdmmij-1,Cluster 1,0,345.08
lgjkolbd-1,Cluster 3,0,133.98
lgjlecgc-1,Cluster 18,0,107.92
lgjlclji-1,Cluster 3,0,184.01
lgjkpnmh-1,Cluster 3,0,100.74
lgkaegfb-1,Cluster 3,0,48.45
lgjhfoan-1,Cluster 3,0,240.77
lgjabgcb-1,Cluster 3,0,171.19
lgjhfjak-1,Cluster 3,0,133.12
lgjiflko-1,Cluster 3,0,141.66
lgjhglpc-1,Cluster 5,0,149.02
lgipmgpe-1,Cluster 8,0,69.04
lgjadiha-1,Cluster 3,0,68.59
lgipolbi-1,Cluster 8,0,139.62
lgjaeebi-1,Cluster 13,0,112.76
lgiponle-1,Cluster 3,0,218.10
lgjafdfo-1,Cluster 3,0,70.31
lgjjcojd-1,Cluster 3,0,89.18
lgjikplo-1,Cluster 3,0,102.01
lgjjamgp-1,Cluster 3,0,104.72
lgipfkjl-1,Cluster 3,0,187.90
lgjjknkb-1,Cluster 5,0,94.56
lgjhdheb-1,Cluster 5,0,68.50
lgjglfei-1,Cluster 5,0,78.89
lgjamkgh-1,Cluster 3,0,168.39
lgjpdcnp-1,Cluster 3,0,145.36
lgjakikm-1,Cluster 3,0,232.06
lgjagjpn-1,Cluster 15,0,63.04
lgjbcinl-1,Cluster 13,0,170.42
lgkabkhj-1,Cluster 13,0,87.29
lgkadnlo-1,Cluster 3,0,204.87
lgjpmlmn-1,Cluster 3,0,154.52
lgjhfmda-1,Cluster 3,0,117.63
lgkefdmh-1,Cluster 18,0,197.29
lgjkkibd-1,Cluster 3,0,131.45
lgjjndmk-1,Cluster 3,0,196.84
lgjkdgli-1,Cluster 3,0,159.81
lgkednbl-1,Cluster 3,0,223.48
lgkeanah-1,Cluster 3,0,217.52
lgkecihh-1,Cluster 3,0,269.45
lgkckbgn-1,Cluster 3,0,86.07
lgjjpnjn-1,Cluster 3,0,147.80
lgkchgne-1,Cluster 12,0,222.08
lgjjmoeg-1,Cluster 3,0,115.55
lgjkngok-1,Cluster 13,0,155.38
lgjmdmbn-1,Cluster 15,0,118.08
lgjmadjl-1,Cluster 3,0,109.64
lgkckhll-1,Cluster 3,0,174.03
lgkdbici-1,Cluster 13,0,115.96
lgjmdbka-1,Cluster 3,0,191.24
lgkcllac-1,Cluster 3,0,266.92
lgjmdime-1,Cluster 13,0,146.49
lgkdefne-1,Cluster 13,0,144.27
lgkdgahp-1,Cluster 8,0,93.16
lgjbldah-1,Cluster 15,0,160.40
lghlfaln-1,Cluster 5,0,196.66
lgjbknfo-1,Cluster 3,0,89.77
lgiilnde-1,Cluster 17,0,111.36
lginkkdk-1,Cluster 3,0,111.27
lgiikogb-1,Cluster 3,0,133.98
lgiohenj-1,Cluster 13,0,186.90
lghkfiln-1,Cluster 8,0,204.38
lgimemed-1,Cluster 13,0,140.12
lgimclae-1,Cluster 4,0,108.74
lgimbanf-1,Cluster 12,0,38.02
lginklep-1,Cluster 3,0,187.40
lgiigjec-1,Cluster 2,0,140.26
lgihnfel-1,Cluster 13,0,223.21
lgiodbkl-1,Cluster 15,0,155.07
lgiigbgd-1,Cluster 3,0,321.96
lgidjpkn-1,Cluster 8,0,158.68
lgiddbcn-1,Cluster 8,0,130.19
lghjphio-1,Cluster 6,0,145.00
lgimpjna-1,Cluster 18,0,140.66
lgilkfkk-1,Cluster 13,0,211.06
lginlpdn-1,Cluster 3,0,153.22
lghlcmgn-1,Cluster 13,0,125.22
