#Selection name: 4s2_F3
#Area (µm^2): 33774633.93
Cell ID,Cluster,Transcripts,Area (µm^2)
fffbadof-1,Cluster 9,0,240.68
fffamoop-1,Cluster 10,0,250.66
fffficnj-1,Cluster 9,0,187.49
ffffjglm-1,Cluster 9,0,170.56
fffapfoe-1,Cluster 4,0,173.22
fffampno-1,Cluster 5,0,137.05
fffalhkg-1,Cluster 9,0,156.29
ffhmocmc-1,Cluster 9,0,144.86
fffalndn-1,Cluster 4,0,167.44
fffidcad-1,Cluster 9,0,237.21
ffelgjah-1,Cluster 7,0,135.97
fffhmjce-1,Cluster 11,0,246.24
fffgfmcd-1,Cluster 14,0,154.39
fffebpdh-1,Cluster 11,0,292.34
fffeejpj-1,Cluster 2,0,241.13
fffgfedc-1,Cluster 13,0,233.82
fffhichj-1,Cluster 13,0,206.23
fffgchoo-1,Cluster 13,0,182.52
fffgohff-1,Cluster 7,0,146.71
fffgbpki-1,Cluster 16,0,144.05
fffheffg-1,Cluster 13,0,214.18
fffghjob-1,Cluster 7,0,73.11
ffffmmii-1,Cluster 14,0,229.03
ffembcpo-1,Cluster 16,0,212.82
fffhjlkb-1,Cluster 11,0,245.70
fffhinho-1,Cluster 13,0,276.31
fffifepm-1,Cluster 13,0,102.60
fffechno-1,Cluster 2,0,347.03
ffelidef-1,Cluster 2,0,280.47
fffaiech-1,Cluster 9,0,118.35
ffepplgj-1,Cluster 9,0,142.24
fffafjlm-1,Cluster 13,0,93.43
fffidchj-1,Cluster 13,0,332.26
ffiakdgf-1,Cluster 5,0,205.78
ffbdimkj-1,Cluster 2,0,310.49
ffcemjon-1,Cluster 9,0,219.69
ffhlglem-1,Cluster 11,0,306.29
ffcaehhe-1,Cluster 9,0,217.83
ffbpolob-1,Cluster 9,0,334.88
ffcalifd-1,Cluster 1,0,167.17
ffcaifjj-1,Cluster 18,0,220.59
ffceoogk-1,Cluster 9,0,223.84
ffcaodgf-1,Cluster 5,0,167.94
ffcbfmjk-1,Cluster 3,0,305.03
ffcbgeda-1,Cluster 2,0,361.88
ffbcmgmd-1,Cluster 9,0,228.45
ffbdjnng-1,Cluster 2,0,303.50
ffhlgdkg-1,Cluster 1,0,218.06
ffbdfgnn-1,Cluster 9,0,257.44
ffcacfak-1,Cluster 7,0,235.40
ffiadbke-1,Cluster 7,0,180.81
ffiafmni-1,Cluster 9,0,226.23
ffbdfgci-1,Cluster 9,0,226.37
ffbddilf-1,Cluster 4,0,181.57
ffbcnkeo-1,Cluster 9,0,166.81
ffbifdjf-1,Cluster 2,0,300.51
ffcajhoa-1,Cluster 11,0,213.95
ffhphpbi-1,Cluster 2,0,218.60
ffbdkjaf-1,Cluster 9,0,182.61
ffiaiamj-1,Cluster 7,0,307.79
ffhpepkc-1,Cluster 18,0,266.20
ffhpokca-1,Cluster 18,0,105.03
ffhocpcm-1,Cluster 14,0,216.52
ffhphlil-1,Cluster 9,0,148.20
ffhlgpah-1,Cluster 16,0,110.14
ffhljedj-1,Cluster 4,0,244.11
ffiacnad-1,Cluster 9,0,119.89
ffiaaaph-1,Cluster 5,0,179.45
ffhpjakg-1,Cluster 9,0,202.93
ffhpkmnn-1,Cluster 7,0,346.71
ffhjfjpl-1,Cluster 2,0,329.28
ffiaekmb-1,Cluster 9,0,198.01
ffhpplgl-1,Cluster 18,0,124.45
ffhocjmd-1,Cluster 9,0,193.72
ffhnllla-1,Cluster 6,0,196.75
ffhhpphj-1,Cluster 9,0,156.92
ffhhjico-1,Cluster 7,0,93.16
ffhicmdg-1,Cluster 4,0,213.72
ffibkepn-1,Cluster 9,0,231.34
ffhhkidp-1,Cluster 9,0,195.12
ffhikiie-1,Cluster 9,0,191.01
ffhiolbp-1,Cluster 17,0,82.95
jblaiabh-1,Cluster 4,0,238.74
jblbjofk-1,Cluster 10,0,230.70
jbkonfge-1,Cluster 5,0,96.09
jbkoclph-1,Cluster 4,0,230.70
jblamhha-1,Cluster 9,0,249.08
