#Selection names: 4s2_F2, 4s2_F3, 4s2M_F3, 4s2M_F4
#Areas (µm^2): 31293112.3, 33774633.9, 34210131.1, 30623218.5
Selection,X,Y,Class,Color
4s2_F3,8502.189824462625,14981.525218179058,samples,#c2c2c2
4s2_F3,8469.767799758216,15014.734185230658,samples,#c2c2c2
4s2_F3,8437.135923761221,15209.948350158007,samples,#c2c2c2
4s2_F3,8368.14731132385,15376.098111062312,samples,#c2c2c2
4s2_F3,8321.980026955112,15457.572875408501,samples,#c2c2c2
4s2_F3,8146.124643768746,15605.308185388458,samples,#c2c2c2
4s2_F3,8064.702342245701,15663.856696019719,samples,#c2c2c2
4s2_F3,8064.702342245701,15669.994846327832,samples,#c2c2c2
4s2_F3,7995.451415692597,15832.786986550776,samples,#c2c2c2
4s2_F3,7968.013359187088,15869.51096275318,samples,#c2c2c2
4s2_F3,7874.419682694103,15934.87964039346,samples,#c2c2c2
4s2_F3,7564.941488954134,15997.362862760692,samples,#c2c2c2
4s2_F3,7506.865143731191,15969.50510367001,samples,#c2c2c2
4s2_F3,7438.558547994719,15925.541257873418,samples,#c2c2c2
4s2_F3,7371.143820251734,15879.111659388951,samples,#c2c2c2
4s2_F3,7247.384020449636,15820.720537227131,samples,#c2c2c2
4s2_F3,7185.2680378444265,15792.600464020716,samples,#c2c2c2
4s2_F3,7151.639368207653,15761.647398364405,samples,#c2c2c2
4s2_F3,7097.1304949586565,15723.66431440649,samples,#c2c2c2
4s2_F3,7091.044807473689,15720.569007840859,samples,#c2c2c2
4s2_F3,7073.259910427096,15873.078434727127,samples,#c2c2c2
4s2_F3,7057.206286544329,15933.095904406484,samples,#c2c2c2
4s2_F3,7051.12059905936,15984.561933912995,samples,#c2c2c2
4s2_F3,7051.12059905936,16057.275406793757,samples,#c2c2c2
4s2_F3,7014.081845918077,16099.403053780226,samples,#c2c2c2
4s2_F3,6467.681542849458,16168.07688927872,samples,#c2c2c2
4s2_F3,6292.822953302869,16118.656909874917,samples,#c2c2c2
4s2_F3,6208.725047799366,16078.99501557632,samples,#c2c2c2
4s2_F3,6018.127611308891,15898.103201367909,samples,#c2c2c2
4s2_F3,5876.582914460197,15694.809761676031,samples,#c2c2c2
4s2_F3,5691.441611576935,15351.440584183556,samples,#c2c2c2
4s2_F3,5613.534319204693,15136.185620814325,samples,#c2c2c2
4s2_F3,5598.215174845977,15086.660715764225,samples,#c2c2c2
4s2_F3,5598.215174845977,15043.32642384539,samples,#c2c2c2
4s2_F3,5761.554385171911,14857.343295969802,samples,#c2c2c2
4s2_F3,5730.531634388916,14702.406030523254,samples,#c2c2c2
4s2_F3,5869.231960740446,14507.582371212857,samples,#c2c2c2
4s2_F3,5844.602014480369,14421.789365728915,samples,#c2c2c2
4s2_F3,5820.599582774689,14330.682096362421,samples,#c2c2c2
4s2_F3,5804.931328744594,14291.364387563493,samples,#c2c2c2
4s2_F3,5715.686993211466,14289.874040496801,samples,#c2c2c2
4s2_F3,5699.048720933149,14210.584032044311,samples,#c2c2c2
4s2_F3,5721.765123355492,14068.619632610447,samples,#c2c2c2
4s2_F3,5744.533988600982,13987.35471955684,samples,#c2c2c2
4s2_F3,5752.403412072926,13909.18511306887,samples,#c2c2c2
4s2_F3,5758.594025204187,13902.994499937608,samples,#c2c2c2
4s2_F3,5777.165864597976,13893.708580240715,samples,#c2c2c2
4s2_F3,5777.165864597976,13881.956907855945,samples,#c2c2c2
4s2_F3,5786.609172764308,13769.529077853444,samples,#c2c2c2
4s2_F3,5814.729245970719,13663.501712274789,samples,#c2c2c2
4s2_F3,5853.814049214706,13580.767840173088,samples,#c2c2c2
4s2_F3,5874.85164129637,13563.612497004251,samples,#c2c2c2
4s2_F3,5927.335886511629,13589.665846939042,samples,#c2c2c2
4s2_F3,6008.841691611997,13491.21380106237,samples,#c2c2c2
4s2_F3,6099.392524362495,13455.329230030307,samples,#c2c2c2
4s2_F3,6138.372401960189,13430.304463389526,samples,#c2c2c2
4s2_F3,6227.821515424615,13361.840479183616,samples,#c2c2c2
4s2_F3,6263.706086456678,13288.602378071393,samples,#c2c2c2
4s2_F3,6282.277925850464,13260.744618980712,samples,#c2c2c2
4s2_F3,6301.689170414593,13172.23983633292,samples,#c2c2c2
4s2_F3,6321.939820149061,13062.644998780319,samples,#c2c2c2
4s2_F3,6335.999856752267,12963.805039972707,samples,#c2c2c2
4s2_F3,6335.999856752267,12960.709733407075,samples,#c2c2c2
4s2_F3,6335.999856752267,12951.42381371018,samples,#c2c2c2
4s2_F3,6335.999856752267,12945.23320057892,samples,#c2c2c2
4s2_F3,6339.0951633178975,12942.137894013287,samples,#c2c2c2
4s2_F3,6345.285776449161,12942.137894013287,samples,#c2c2c2
